5/31/2023 4:14:24 PM,0
5/31/2023 4:16:58 PM,0
5/31/2023 4:22:54 PM,0
5/31/2023 4:23:20 PM,120
5/31/2023 4:24:10 PM,200
5/31/2023 4:26:47 PM,0
5/31/2023 4:27:35 PM,0
5/31/2023 4:29:06 PM,470
5/31/2023 4:33:17 PM,0
5/31/2023 4:39:12 PM,0
5/31/2023 4:43:56 PM,0
5/31/2023 5:23:17 PM,470
5/31/2023 6:12:55 PM,0
5/31/2023 6:13:20 PM,0
5/31/2023 6:22:13 PM,0
5/31/2023 6:23:02 PM,0
5/31/2023 6:23:19 PM,0
5/31/2023 6:23:22 PM,0
5/31/2023 6:25:04 PM,500
6/13/2023 4:05:49 PM,900
6/13/2023 4:46:27 PM,1420
6/14/2023 7:15:15 PM,1470
6/14/2023 7:32:39 PM,1470
6/14/2023 7:32:50 PM,1380
6/14/2023 7:33:05 PM,1500
6/14/2023 7:33:23 PM,1380
6/14/2023 7:33:47 PM,1320
6/14/2023 7:43:24 PM,480
